2017-08-01,90620,19.35,32.97,1.51,2.39,7584.26,6991.72,0.92,-4.36,5.32
2017-08-01,90621,19.63,33.49,1.52,2.38,7582.83,6927.46,0.91,-4.34,5.39
2017-08-01,90623,19.22,32.84,1.51,2.38,7585.71,7059.32,0.93,-4.42,5.33
2017-08-01,90630,19.03,32.39,1.49,2.40,7593.27,7175.22,0.94,-4.47,5.30
2017-08-01,90631,19.98,34.38,1.54,2.32,7609.76,6949.43,0.91,-4.47,5.61
2017-08-01,90638,19.68,33.72,1.53,2.37,7582.91,7101.21,0.94,-4.52,5.53
2017-08-01,90640,19.73,34.37,1.55,2.31,7573.81,7009.95,0.93,-4.57,5.62
2017-08-01,90650,19.27,33.20,1.51,2.36,7584.54,7300.50,0.96,-4.68,5.53
2017-08-01,90660,19.70,34.19,1.54,2.33,7579.58,7007.16,0.92,-4.53,5.59
2017-08-01,90670,19.54,33.70,1.53,2.35,7580.62,7133.53,0.94,-4.58,5.54
2017-08-01,90680,19.21,32.56,1.49,2.40,7588.01,7043.33,0.93,-4.36,5.26
2017-08-01,90701,19.06,32.71,1.50,2.38,7585.73,7303.42,0.96,-4.64,5.43
2017-08-01,90703,19.14,32.81,1.50,2.38,7585.82,7164.06,0.94,-4.52,5.38
2017-08-01,90704,13.40,21.08,1.32,2.40,7850.90,7515.32,0.96,-4.05,3.40
2017-08-01,90706,18.92,32.61,1.50,2.36,7593.02,7287.38,0.96,-4.63,5.40
2017-08-01,90710,17.36,29.85,1.44,2.37,7633.90,7068.99,0.93,-4.26,4.75
2017-08-01,90712,18.57,31.91,1.48,2.38,7611.43,7212.85,0.95,-4.50,5.22
2017-08-01,90713,18.76,32.17,1.49,2.38,7598.31,7136.40,0.94,-4.45,5.23
2017-08-01,90715,18.91,32.35,1.49,2.39,7593.58,7120.78,0.94,-4.44,5.26
2017-08-01,90716,18.92,32.31,1.49,2.39,7595.07,7137.59,0.94,-4.45,5.26
2017-08-01,90717,17.23,29.63,1.44,2.37,7637.05,6907.87,0.90,-4.12,4.63
2017-08-01,90720,18.75,31.88,1.48,2.40,7605.26,7125.06,0.94,-4.39,5.17
2017-08-01,90723,18.75,32.42,1.50,2.36,7607.76,7243.78,0.95,-4.58,5.34
2017-08-01,90731,17.05,28.99,1.42,2.40,7658.81,6987.19,0.91,-4.10,4.55
2017-08-01,90732,16.94,28.90,1.41,2.39,7657.57,6786.84,0.89,-3.95,4.44
2017-08-01,90740,18.47,31.28,1.46,2.41,7614.25,6930.25,0.91,-4.18,4.95
2017-08-01,90742,18.24,30.71,1.45,2.42,7624.74,6887.57,0.90,-4.09,4.82
2017-08-01,90743,18.17,30.64,1.45,2.42,7618.97,6844.97,0.90,-4.06,4.78
2017-08-01,90744,17.45,29.87,1.44,2.39,7639.87,7201.70,0.94,-4.35,4.82
2017-08-01,90745,17.71,30.51,1.46,2.37,7633.16,7217.11,0.95,-4.42,4.95
