-351000,453000,0,0
-349000,453000,0,0
-351000,451000,0,0
-349000,451000,0,0
-351000,449000,1.029936,1.03412
-349000,449000,1.0299834,1.0341736
-347000,449000,1.0300314,1.0342278
-345000,449000,1.03008,1.0342827
-343000,449000,1.0301291,1.0343382
-341000,449000,1.0301788,1.0343944
-339000,449000,1.0302291,1.0344512
-337000,449000,1.0302801,1.0345088
-335000,449000,1.0303316,1.034567
-333000,449000,1.0303838,1.0346259
-331000,449000,1.0304366,1.0346855
-329000,449000,1.0304902,1.0347459
-327000,449000,1.0305443,1.034807
-325000,449000,1.0305992,1.0348688
-323000,449000,1.0306548,1.0349315
-321000,449000,1.0307111,1.034995
-319000,449000,1.0307682,1.0350592
-317000,449000,1.030826,1.0351243
-315000,449000,1.0308845,1.0351903
-313000,449000,1.0309439,1.0352571
-311000,449000,1.0310041,1.0353248
-309000,449000,1.0310651,1.0353935
-307000,449000,1.0311269,1.035463
-305000,449000,1.0311896,1.0355334
-303000,449000,1.0312532,1.0356048
-301000,449000,1.0313177,1.0356773
-299000,449000,1.031383,1.0357507
-297000,449000,1.0314494,1.0358253
-295000,449000,1.0315168,1.0359008
-293000,449000,1.031585,1.0359774
-291000,449000,1.0316544,1.0360551
-289000,449000,1.0317247,1.0361339
-287000,449000,1.0317961,1.0362139
-285000,449000,1.0318686,1.0362951
-283000,449000,1.0319421,1.0363774
-281000,449000,1.0320169,1.036461
-279000,449000,1.0320927,1.0365459
-277000,449000,1.0321698,1.0366321
-275000,449000,1.032248,1.0367194
-273000,449000,1.0323277,1.0368083
-271000,449000,1.0324084,1.0368984
-269000,449000,1.0324905,1.0369899
-267000,449000,1.0325739,1.037083
-265000,449000,1.0326588,1.0371774
-263000,449000,1.032745,1.0372734
-261000,449000,1.0328327,1.037371
-259000,449000,1.0329219,1.0374701
-257000,449000,1.0330125,1.0375708
-255000,449000,1.0331048,1.0376732
-253000,449000,1.0331986,1.0377773
-251000,449000,1.0332941,1.0378832
-249000,449000,1.0333914,1.0379907
-247000,449000,1.0334903,1.0381001
-245000,449000,1.0335909,1.0382115
-243000,449000,1.0336936,1.0383247
-241000,449000,1.033798,1.0384399
-239000,449000,1.0339043,1.0385572
-237000,449000,1.0340128,1.0386765
-235000,449000,1.0341233,1.038798
-233000,449000,1.034236,1.0389216
-231000,449000,1.0343508,1.0390475
-229000,449000,1.0344679,1.0391759
-227000,449000,1.0345874,1.0393065
-225000,449000,1.0347093,1.0394397
-223000,449000,1.0348338,1.0395755
-221000,449000,1.034961,1.0397139
-219000,449000,1.0350908,1.039855
-217000,449000,1.0352236,1.0399991
-215000,449000,1.0353593,1.0401461
-213000,449000,1.0354981,1.0402962
-211000,449000,1.0356402,1.0404495
-209000,449000,1.0357857,1.0406063
-207000,449000,1.0359347,1.0407665
-205000,449000,1.0360875,1.0409304
-351000,447000,1.0299653,1.0341551
-349000,447000,1.0300131,1.0342093
-347000,447000,1.0300615,1.034264
-345000,447000,1.0301104,1.0343193
-343000,447000,1.0301598,1.0343752
-341000,447000,1.03021,1.0344318
-339000,447000,1.0302607,1.0344892
-337000,447000,1.0303121,1.0345471
-335000,447000,1.0303639,1.0346059
-333000,447000,1.0304166,1.0346652
-331000,447000,1.0304699,1.0347253
-329000,447000,1.0305238,1.0347862
-327000,447000,1.0305784,1.0348479
-325000,447000,1.0306338,1.0349103
-323000,447000,1.0306898,1.0349735
-321000,447000,1.0307466,1.0350375
-319000,447000,1.0308042,1.0351024
-317000,447000,1.0308625,1.0351681
-315000,447000,1.0309216,1.0352347
-313000,447000,1.0309814,1.0353022
-311000,447000,1.0310422,1.0353705
-309000,447000,1.0311037,1.0354397
-307000,447000,1.0311662,1.0355099
-305000,447000,1.0312295,1.0355812
-303000,447000,1.0312936,1.0356534
-301000,447000,1.0313588,1.0357265
-299000,447000,1.0314249,1.0358008
-297000,447000,1.0314919,1.035876
-295000,447000,1.0315598,1.0359523
-293000,447000,1.0316288,1.0360298
-291000,447000,1.0316989,1.0361084
-289000,447000,1.03177,1.0361881
-287000,447000,1.0318421,1.0362691
-285000,447000,1.0319154,1.0363511
-283000,447000,1.0319898,1.0364344
-281000,447000,1.0320654,1.0365191
-279000,447000,1.0321422,1.036605
-277000,447000,1.0322201,1.0366921
-275000,447000,1.0322993,1.0367807
-273000,447000,1.0323797,1.0368706
-271000,447000,1.0324615,1.0369619
-269000,447000,1.0325447,1.0370547
-267000,447000,1.0326291,1.037149
-265000,447000,1.0327151,1.0372447
-263000,447000,1.0328025,1.0373421
-261000,447000,1.0328913,1.0374409
-259000,447000,1.0329815,1.0375414
-257000,447000,1.0330734,1.0376436
-255000,447000,1.033167,1.0377475
-253000,447000,1.0332621,1.0378531
-251000,447000,1.0333589,1.0379605
-249000,447000,1.0334575,1.0380697
-247000,447000,1.0335579,1.0381808
-245000,447000,1.0336601,1.038294
-243000,447000,1.0337641,1.038409
-241000,447000,1.0338701,1.0385261
-239000,447000,1.0339781,1.0386451
-237000,447000,1.0340883,1.0387665
-235000,447000,1.0342004,1.03889
