station_id,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
81,3.386163,3.401668,3.184794,3.550944,3.852579,3.959267,3.740442,3.756512,3.564531,3.73422,3.153562,3.06086
82,3.176423,3.219693,3.722521,4.274634,4.014538,4.212607,4.189729,4.46078,4.091527,4.117255,3.330273,2.910862
83,3.37885,3.398602,3.217756,3.295209,3.698225,3.604571,3.652505,3.64377,3.470301,3.293153,3.146945,3.051798
84,3.26819,3.187278,2.991667,3.45075,3.845921,3.817277,3.873835,3.760295,3.500549,3.590838,3.11931,2.96741
85,3.398798,3.361813,3.18069,3.398798,3.737112,3.660845,3.736478,3.724187,3.527684,3.415124,3.244835,3.038983
86,4.06898,3.820823,3.971751,4.170197,4.313999,4.479365,3.920029,3.970368,3.871026,4.479422,3.412441,3.456168
87,2.89454,3.095618,3.652147,4.043399,4.193483,3.900543,3.946833,4.141522,3.744519,3.646783,3.244983,2.750019
88,2.111794,2.399545,2.428022,2.768044,2.676119,2.382774,2.373759,2.188801,1.884408,2.125589,2.038265,2.400051
89,3.604819,3.556739,3.553997,3.652682,3.801638,3.699133,3.593849,3.442654,3.401936,3.565207,3.147622,3.255914
90,3.068691,3.192538,3.242524,4.43025,3.804983,3.628109,3.612207,3.785334,3.421769,2.928623,3.190306,2.693163
91,2.094467,2.096838,2.24499,3.148188,3.001589,2.548866,2.611208,2.814882,2.461245,2.247543,2.11233,2.097527
92,3.923267,3.752162,3.635437,4.003533,4.162204,4.120927,3.922562,3.900846,3.726632,4.193748,3.306818,3.362497
93,3.237322,3.123235,3.652681,4.045117,3.854579,4.035215,4.027719,4.006334,3.741219,3.888408,3.244238,2.871905
94,2.901586,3.056294,3.73015,4.129456,3.882605,3.899112,3.797654,4.044322,3.701804,3.701392,2.996024,2.710066
95,3.644615,3.489724,3.496893,3.635033,3.72002,3.822288,3.699145,3.599499,3.549277,3.630996,3.150606,3.191064
96,3.487344,3.349412,3.349934,3.362335,3.496554,3.474466,3.470223,3.457391,3.415199,3.35242,3.196055,3.195829
97,3.154041,3.25672,3.771296,4.200521,3.969105,4.02861,4.153738,4.477986,3.975824,3.922061,3.252846,2.906677
98,2.680643,2.993333,3.471137,3.74578,3.809764,3.62196,3.607159,3.753085,3.613387,3.365695,2.966783,2.596579
99,3.241496,3.35537,3.932021,4.349884,4.241519,4.229142,4.248324,4.568397,4.196349,4.236581,3.384713,2.997083
100,3.229845,3.125971,3.072086,3.219896,3.457771,3.413007,3.598089,3.617984,3.306054,3.171253,3.006504,2.908458
