2,-10122.2241886749,-186749.816074744,86.868,1.077,1.040
5,65062.322379608,-275799.209380823,109.728,0.971,0.994
6,-154658.420472481,59179.4232288655,18.288,1.073,1.050
7,-52618.0843392756,-129355.345709778,56.388,0.984,0.984
8,-184706.031004322,227461.655357875,76.2,1.039,1.084
12,-156548.54342314,178484.158914414,39.624,0.929,0.953
13,-63686.8145994363,82147.0297161136,847.344,1.093,1.083
15,13350.1306990958,-206552.950079459,58.8264,1.085,1.074
19,-158097.109397228,-137271.845956384,2.7432,0.938,0.909
21,9479.77307828912,-238804.371049391,103.632,1.124,1.128
27,-165467.440517006,89747.820188452,15.24,0.988,1.003
30,-134004.009748893,96049.6057653185,9.7536,0.939,0.967
32,-174645.164066037,136417.770152224,16.764,1.008,1.021
33,69551.0097015846,-190379.2662791,106.68,0.911,0.920
35,141024.472927776,-71944.6381160365,1271.016,1.037,1.045
39,44310.0677997328,-157609.446348882,102.7176,0.935,0.923
41,428468.527442925,-541900.084400513,-33.528,0.917,0.882
43,-122457.569879001,339518.866439833,1008.888,1.091,1.144
44,246099.39547206,-446599.118892883,310.896,0.988,0.929
47,-145702.091005735,-8519.1188548035,13.716,1.130,1.143
52,-60126.5126420352,-301060.610390005,100.584,1.029,0.899
54,3681.43622120276,-263014.600908857,214.884,1.126,1.225
56,-66913.2961107042,-101968.3150287,28.956,1.057,1.058
57,-36891.5188626568,252732.503412853,1220.724,1.185,1.242
61,-184571.446751285,188316.741368891,60.3504,1.017,1.025
62,257693.179875875,-499325.016116699,432.816,1.009,0.893
64,-7266.49094758146,-381460.278140661,149.352,1.077,1.368
68,400345.713732197,-574641.474932388,12.192,1.018,0.989
70,-107505.234091598,-19488.104638862,10.0584,0.969,0.997
71,-104655.531550089,-40603.2242845218,10.668,1.001,1.035
75,211338.434204712,-478178.737514559,124.968,1.053,1.149
77,-210137.074475238,48483.1779987202,57.912,1.039,0.993
78,201876.362289119,-437561.366530957,222.504,0.940,1.025
80,22955.1381546435,-132865.824789163,103.3272,1.015,1.000
82,212473.036800983,-429164.313230116,493.776,0.900,0.874
83,-244187.907086723,46647.2837397163,24.384,1.057,1.038
84,-113445.893408805,138196.09237611,286.512,1.011,1.048
86,84299.8308073452,-183639.687126085,146.304,0.902,0.920
87,426887.813952795,-568238.266517559,-15.24,0.957,0.940
88,29775.9779638205,-341518.133907989,697.992,1.114,1.222
89,-136603.936247949,-155289.905400199,36.576,1.082,1.155
90,-40187.0686042271,380229.537636733,1342.644,1.043,1.042
91,-122290.65032684,438818.791189716,1229.868,1.055,1.076
94,12003.5145140154,-393864.172416267,195.072,1.085,1.037
99,140627.17906179,-440122.151789774,103.632,1.014,1.042
101,111353.645300197,-403851.450375363,195.072,1.382,1.282
103,-246341.314878111,60366.2504726262,25.908,1.070,1.090
104,-177445.918747569,-111397.857393899,91.44,1.140,1.217
105,-34095.3654603638,-153590.73768518,58.2168,1.114,1.108
106,-267317.398882649,111758.956747225,160.02,1.081,1.142
